N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1067.0,형지엘리트,1499.0,8.0,-0.53%,500.0,1373.0,1092.0,39.0
1068.0,KB 인버스 천연가스 선물 ETN,10365.0,295.0,+2.93%,0.0,,,
1069.0,동일제강,2290.0,80.0,+3.62%,500.0,1822.0,1805.0,79.0
1070.0,SHD,38100.0,150.0,-0.39%,5000.0,1048.0,710.0,57.0
1071.0,미래에셋 레버리지 코스닥150 선물 ETN,23120.0,195.0,-0.84%,0.0,,,
1072.0,부산주공,633.0,3.0,-0.47%,500.0,1868.0,2397.0,-93.0
1073.0,QV 레버리지 S&P500 ETN,22755.0,425.0,+1.90%,0.0,,,
1074.0,HANARO Fn K-뉴딜디지털플러스,9000.0,35.0,+0.39%,0.0,,,
1075.0,센트럴인사이트,2490.0,0.0,0.00%,500.0,181.0,324.0,-50.0
1076.0,SOL 미국배당다우존스,9395.0,80.0,+0.86%,0.0,,,
1077.0,KODEX 미국달러선물인버스2X,7910.0,110.0,-1.37%,0.0,,,
1078.0,참엔지니어링,763.0,4.0,+0.53%,500.0,1506.0,6991.0,26.0
1079.0,이화산업,16040.0,60.0,+0.38%,5000.0,578.0,2748.0,-50.0
1080.0,바다로19호,2935.0,10.0,+0.34%,5000.0,114.0,474.0,77.0
1081.0,KODEX 200미국채혼합,11840.0,80.0,+0.68%,0.0,,,
1082.0,QV 코스닥 150 ETN,11075.0,15.0,+0.14%,0.0,,,
1083.0,씨아이테크,1011.0,33.0,+3.37%,500.0,472.0,795.0,9.0
1084.0,영화금속,825.0,3.0,+0.36%,500.0,2355.0,2116.0,-164.0
1085.0,동원수산,9450.0,20.0,+0.21%,5000.0,1446.0,1009.0,62.0
1086.0,TIGER KRX인터넷K-뉴딜,5170.0,135.0,+2.68%,0.0,,,
1087.0,케이탑리츠,901.0,2.0,-0.22%,1000.0,320.0,2489.0,180.0
1088.0,TRUE 레버리지 천연가스 선물 ETN(H),1235.0,65.0,-5.00%,0.0,,,
1089.0,유화증권우,2470.0,15.0,+0.61%,1000.0,,,
1090.0,에셋플러스 글로벌플랫폼액티브,5735.0,55.0,+0.97%,0.0,,,
1091.0,SUN&L,3410.0,75.0,-2.15%,1000.0,4653.0,5662.0,-219.0
1092.0,TIGER 레버리지,15320.0,50.0,+0.33%,0.0,,,
1093.0,비비안,1436.0,14.0,+0.98%,500.0,1879.0,1982.0,14.0
1094.0,KODEX 아시아달러채권SRI플러스액티브,47375.0,420.0,+0.89%,0.0,,,
1095.0,SOL 미국S&P500,10620.0,125.0,+1.19%,0.0,,,
1096.0,KODEX ESG종합채권(A-이상)액티브,102490.0,0.0,0.00%,0.0,,,
1097.0,남양유업우,254500.0,3500.0,-1.36%,5000.0,,,
1098.0,WISCOM,2760.0,35.0,-1.25%,500.0,1176.0,1353.0,0.0
1099.0,SOL KIS단기통안채,102555.0,70.0,+0.07%,0.0,,,
1100.0,KODEX K-미래차액티브,9155.0,45.0,+0.49%,0.0,,,
1101.0,삼성 코스피 200 ETN,8340.0,5.0,-0.06%,0.0,,,
1102.0,KODEX 증권,6485.0,60.0,-0.92%,0.0,,,
1103.0,TRUE 코스피 200 ETN,8295.0,65.0,-0.78%,0.0,,,
1104.0,신풍,1181.0,1.0,-0.08%,500.0,259.0,939.0,-40.0
1105.0,미래에셋 원자재 선물 ETN(H),13735.0,25.0,-0.18%,0.0,,,
1106.0,동양고속,14230.0,100.0,+0.71%,5000.0,812.0,1688.0,-220.0
1107.0,KOSEF 통안채1년,102005.0,55.0,+0.05%,0.0,,,
1108.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,20380.0,720.0,+3.66%,0.0,,,
1109.0,세기상사,7700.0,110.0,+1.45%,500.0,179.0,464.0,-16.0
1110.0,ACE 삼성그룹섹터가중,15575.0,70.0,-0.45%,0.0,,,
1111.0,KODEX 철강,8230.0,115.0,-1.38%,0.0,,,
1112.0,삼성 미국 대형 성장주 ETN,20045.0,0.0,0.00%,0.0,,,
1113.0,코오롱모빌리티그룹우,16250.0,3750.0,+30.00%,500.0,,,
1114.0,TRUE 블룸버그 레버리지 천연가스 선물 ETN,1995.0,90.0,-4.32%,0.0,,,
1115.0,TIGER 퓨처모빌리티액티브,9135.0,40.0,-0.44%,0.0,,,
1116.0,ACE 단기채권알파액티브,101605.0,25.0,+0.02%,0.0,,,
1117.0,삼성 레버리지 은 선물 ETN(H),13155.0,675.0,-4.88%,0.0,,,
1118.0,TIGER 미국나스닥바이오,19495.0,5.0,-0.03%,0.0,,,
1119.0,ACE 인도네시아MSCI(합성),10080.0,30.0,-0.30%,0.0,,,
1120.0,SK디스커버리우,28700.0,100.0,+0.35%,5000.0,,,
1121.0,신한 인버스 2X 코스닥 150 선물 ETN,15580.0,80.0,+0.52%,0.0,,,
1122.0,삼성 미국 대형 가치주 ETN,19445.0,0.0,0.00%,0.0,,,
1123.0,경인전자,24700.0,300.0,+1.23%,5000.0,274.0,659.0,20.0
1124.0,KB 레버리지 S&P 500 선물 ETN(H),9670.0,220.0,+2.33%,0.0,,,
1125.0,두산퓨얼셀2우B,12880.0,60.0,+0.47%,100.0,,,
1126.0,TIGER 미국S&P500배당귀족,9930.0,115.0,+1.17%,0.0,,,
1127.0,KODEX 차이나심천ChiNext(합성),11110.0,135.0,-1.20%,0.0,,,
1128.0,TIMEFOLIO Kstock액티브,8300.0,25.0,-0.30%,0.0,,,
1129.0,TRUE 코스피 양매도 3% OTM ETN,7635.0,0.0,0.00%,0.0,,,
1130.0,태원물산,5010.0,90.0,-1.76%,500.0,147.0,374.0,-5.0
1131.0,대교우B,1959.0,1.0,-0.05%,500.0,,,
1132.0,이스타코,885.0,4.0,-0.45%,500.0,71.0,821.0,-3.0
1133.0,TBH글로벌,1815.0,25.0,-1.36%,500.0,1881.0,1170.0,53.0
1134.0,삼성 레버리지 China A50 선물 ETN(H),37800.0,1500.0,-3.82%,0.0,,,
1135.0,삼성 미국 대형 성장주 ETN(H),18880.0,0.0,0.00%,0.0,,,
1136.0,키움 코스닥 150 ETN,9315.0,0.0,0.00%,0.0,,,
1137.0,삼성 미국 대형 가치주 ETN(H),18585.0,265.0,+1.45%,0.0,,,
1138.0,삼성 코스닥 150 ETN,7400.0,20.0,-0.27%,0.0,,,
1139.0,KBSTAR 게임테마,11370.0,210.0,+1.88%,0.0,,,
1140.0,한국주강,3250.0,95.0,-2.84%,500.0,453.0,502.0,-6.0
1141.0,KODEX 200ESG,12140.0,30.0,+0.25%,0.0,,,
1142.0,신한 레버리지 금 선물 ETN,18170.0,565.0,-3.02%,0.0,,,
1143.0,신한 구리 선물 ETN(H),18120.0,305.0,-1.66%,0.0,,,
1144.0,SOL 200 Top10,8395.0,80.0,+0.96%,0.0,,,
1145.0,KOSEF 국고채3년,109150.0,200.0,+0.18%,0.0,,,
1146.0,제이준코스메틱,9330.0,140.0,-1.48%,500.0,205.0,799.0,-173.0
1147.0,KODEX 바이오,7965.0,5.0,-0.06%,0.0,,,
1148.0,TIGER 미국S&P500TR(H),10195.0,40.0,+0.39%,0.0,,,
1149.0,TIGER 차이나클린에너지SOLACTIVE,8640.0,195.0,-2.21%,0.0,,,
1150.0,삼화전자,2940.0,5.0,+0.17%,1000.0,443.0,669.0,-40.0
1151.0,성문전자,1809.0,3.0,-0.17%,500.0,493.0,544.0,34.0
1152.0,한성기업,5620.0,0.0,0.00%,5000.0,2515.0,1999.0,-58.0
1153.0,진도,2790.0,5.0,-0.18%,500.0,590.0,1364.0,38.0
1154.0,TIGER 미국달러선물인버스2X,7860.0,120.0,-1.50%,0.0,,,
1155.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,11495.0,135.0,-1.16%,0.0,,,
1156.0,메리츠 3X 레버리지 국채30년 ETN,57380.0,1605.0,+2.88%,0.0,,,
1157.0,대한항공우,30950.0,150.0,-0.48%,5000.0,,,
1158.0,신한 레버리지 S&P500 선물 ETN,17110.0,265.0,+1.57%,0.0,,,
1159.0,롯데지주우,42400.0,100.0,-0.24%,200.0,,,
1160.0,삼성 레버리지 나스닥 100 ETN(H),8455.0,110.0,+1.32%,0.0,,,
1161.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),67600.0,1790.0,+2.72%,0.0,,,
1162.0,하나 레버리지 콩 선물 ETN(H),33770.0,110.0,-0.32%,0.0,,,
1163.0,KODEX IT,16875.0,110.0,-0.65%,0.0,,,
1164.0,유안타증권우,2610.0,60.0,-2.25%,5000.0,,,
1165.0,한솔PNS,1641.0,5.0,+0.31%,500.0,2629.0,1097.0,46.0
1166.0,TIGER 리츠부동산인프라채권TR KIS,5035.0,15.0,-0.30%,0.0,,,
1167.0,QV 코스피 200 ETN,33165.0,275.0,-0.82%,0.0,,,
1168.0,삼성 China A50 선물 ETN(H),16565.0,0.0,0.00%,0.0,,,
1169.0,KODEX 미국달러선물인버스,9285.0,55.0,-0.59%,0.0,,,
1170.0,신한 레버리지 다우존스지수 선물 ETN(H),32915.0,10.0,-0.03%,0.0,,,
1171.0,KOSEF 미국달러선물,13110.0,90.0,+0.69%,0.0,,,
1172.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9665.0,180.0,+1.90%,0.0,,,
1173.0,한화투자증권우,6820.0,200.0,-2.85%,5000.0,,,
1174.0,세방우,8810.0,130.0,-1.45%,500.0,,,
1175.0,미래에셋 중국 심천 100 ETN,16200.0,0.0,0.00%,0.0,,,
1176.0,HANARO 200선물레버리지,17455.0,5.0,+0.03%,0.0,,,
1177.0,삼성 인버스 2X 나스닥 100 ETN(H),6450.0,140.0,-2.12%,0.0,,,
1178.0,체시스,992.0,1.0,+0.10%,500.0,328.0,759.0,-75.0
1179.0,TIGER 골드선물(H),13495.0,250.0,-1.82%,0.0,,,
1180.0,삼성 레버리지 금 선물 ETN(H),31660.0,1265.0,-3.84%,0.0,,,
1181.0,TIGER 원유선물Enhanced(H),4190.0,55.0,-1.30%,0.0,,,
1182.0,KODEX 미국배당프리미엄액티브,9430.0,10.0,+0.11%,0.0,,,
1183.0,대신343 K200,32970.0,10.0,-0.03%,0.0,,,
1184.0,TIGER AI코리아그로스액티브,11595.0,10.0,-0.09%,0.0,,,
1185.0,QV S&P500 버퍼10% 9월 ETN,10405.0,0.0,0.00%,0.0,,,
1186.0,미래에셋 인버스 2X 코스닥150 선물 ETN,15575.0,45.0,+0.29%,0.0,,,
1187.0,HANARO Fn전기&수소차,8305.0,25.0,+0.30%,0.0,,,
1188.0,KODEX 200IT TR,11435.0,70.0,-0.61%,0.0,,,
1189.0,TIGER 테슬라채권혼합Fn,10120.0,30.0,+0.30%,0.0,,,
1190.0,KODEX 헬스케어,11805.0,45.0,-0.38%,0.0,,,
1191.0,TIGER 탄소효율그린뉴딜,8060.0,0.0,0.00%,0.0,,,
1192.0,미래에셋 인버스 2X 코스피200 선물 ETN,15305.0,15.0,-0.10%,0.0,,,
1193.0,TIGER 미국나스닥100TR(H),10510.0,55.0,+0.53%,0.0,,,
1194.0,미래에셋 에너지화학 Core5 ETN,15230.0,0.0,0.00%,0.0,,,
1195.0,BYC우,141100.0,700.0,+0.50%,5000.0,,,
1196.0,KBSTAR 국채선물10년,52155.0,390.0,+0.75%,0.0,,,
1197.0,TIGER 미국나스닥100커버드콜(합성),9065.0,75.0,-0.82%,0.0,,,
1198.0,KBSTAR 국채선물3년,51775.0,95.0,+0.18%,0.0,,,
1199.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,11795.0,280.0,-2.32%,0.0,,,
1200.0,KBSTAR 내수주플러스,8160.0,55.0,-0.67%,0.0,,,
1201.0,ACE 미국친환경그린테마INDXX,10460.0,95.0,+0.92%,0.0,,,
1202.0,KBSTAR 국채선물10년인버스,51895.0,280.0,-0.54%,0.0,,,
1203.0,TIGER 코스피고배당,13980.0,5.0,-0.04%,0.0,,,
1204.0,ACE 200TR,20660.0,40.0,+0.19%,0.0,,,
1205.0,KODEX KRX300,15210.0,10.0,-0.07%,0.0,,,
1206.0,녹십자홀딩스2우,34150.0,100.0,-0.29%,500.0,,,
1207.0,KBSTAR 200선물인버스2X,2770.0,0.0,0.00%,0.0,,,
1208.0,SOL 미국S&P500ESG,9925.0,95.0,+0.97%,0.0,,,
1209.0,신한 금 선물 ETN(H),14370.0,270.0,-1.84%,0.0,,,
1210.0,미래에셋 레버리지 옥수수 선물 ETN,28735.0,590.0,-2.01%,0.0,,,
1211.0,대신 인버스 2X 알루미늄 선물 ETN(H),28605.0,685.0,+2.45%,0.0,,,
1212.0,신한 콩 선물 ETN(H),14265.0,0.0,0.00%,0.0,,,
1213.0,모두투어리츠,3620.0,15.0,+0.42%,5000.0,61.0,1098.0,34.0
1214.0,TIGER 200IT레버리지,36510.0,400.0,-1.08%,0.0,,,
1215.0,ARIRANG 미국장기우량회사채,85595.0,1345.0,+1.60%,0.0,,,
1216.0,TIGER S&P글로벌헬스케어(합성),18495.0,245.0,-1.31%,0.0,,,
1217.0,미래에셋 원유선물혼합 ETN(H),28095.0,930.0,+3.42%,0.0,,,
1218.0,하나 레버리지 옥수수 선물 ETN(H),28030.0,0.0,0.00%,0.0,,,
1219.0,ACE 국고채3년,103500.0,165.0,+0.16%,0.0,,,
1220.0,KODEX 고배당,9600.0,15.0,+0.16%,0.0,,,
1221.0,TIGER 미국나스닥100레버리지(합성),7585.0,205.0,+2.78%,0.0,,,
1222.0,KODEX 미디어&엔터테인먼트,14410.0,345.0,+2.45%,0.0,,,
1223.0,KODEX 아시아반도체공급망exChina액티브,10125.0,20.0,-0.20%,0.0,,,
1224.0,TIGER 200TR,18005.0,20.0,+0.11%,0.0,,,
1225.0,KODEX KRX기후변화솔루션,9645.0,35.0,-0.36%,0.0,,,
1226.0,KBSTAR 국채선물5년추종,48695.0,145.0,+0.30%,0.0,,,
1227.0,HANARO 코스닥150,10700.0,0.0,0.00%,0.0,,,
1228.0,삼성 KRX 금현물 ETN,13250.0,185.0,-1.38%,0.0,,,
1229.0,TIGER 차이나CSI300인버스(합성),8230.0,60.0,+0.73%,0.0,,,
1230.0,메리츠 미국채10년 ETN(H),8730.0,25.0,+0.29%,0.0,,,
1231.0,ARIRANG 미국나스닥테크,20100.0,255.0,+1.28%,0.0,,,
1232.0,TIGER 원유선물인버스(H),3435.0,40.0,+1.18%,0.0,,,
1233.0,KODEX 탄소효율그린뉴딜,8125.0,0.0,0.00%,0.0,,,
1234.0,TIGER Fn신재생에너지,9260.0,0.0,0.00%,0.0,,,
1235.0,금호전기,937.0,2.0,+0.21%,500.0,416.0,838.0,-86.0
1236.0,KODEX 미국S&P500에너지(합성),12340.0,260.0,-2.06%,0.0,,,
1237.0,TIGER MKF배당귀족,11175.0,30.0,+0.27%,0.0,,,
1238.0,TIGER 농산물선물Enhanced(H),7785.0,5.0,+0.06%,0.0,,,
1239.0,신한 은 선물 ETN(H),12795.0,295.0,-2.25%,0.0,,,
1240.0,KODEX 미국러셀2000(H),12735.0,220.0,+1.76%,0.0,,,
1241.0,메리츠 레버리지 대표 농산물 선물 ETN(H),25310.0,290.0,-1.13%,0.0,,,
1242.0,신한 브렌트원유 선물 ETN(H),12610.0,170.0,-1.33%,0.0,,,
1243.0,KODEX K-로봇액티브,11720.0,80.0,-0.68%,0.0,,,
1244.0,TIGER 삼성그룹펀더멘털,11020.0,70.0,-0.63%,0.0,,,
1245.0,삼성 레버리지 코스피200 선물 ETN,25050.0,230.0,-0.91%,0.0,,,
1246.0,TIGER 200 헬스케어,16900.0,170.0,-1.00%,0.0,,,
1247.0,TIGER KRX기후변화솔루션,9610.0,80.0,-0.83%,0.0,,,
1248.0,신한 레버리지 코스피 200 선물 ETN,24975.0,195.0,-0.77%,0.0,,,
1249.0,하나 Solactive 2X US Tech Top 10 ETN(H),24825.0,1655.0,+7.14%,0.0,,,
1250.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),24720.0,90.0,+0.37%,0.0,,,
1251.0,ACE ESG액티브,7490.0,40.0,+0.54%,0.0,,,
1252.0,SOL 글로벌탄소배출권선물IHS(합성),12200.0,5.0,+0.04%,0.0,,,
1253.0,KODEX S&P글로벌인프라(합성),13585.0,30.0,+0.22%,0.0,,,
1254.0,QV 인버스 미국 IT TOP5 ETN(H),12165.0,0.0,0.00%,0.0,,,
1255.0,신한 레버리지 미국달러 선물 ETN,12160.0,115.0,+0.95%,0.0,,,
1256.0,KTOP K200액티브,10125.0,5.0,-0.05%,0.0,,,
1257.0,KODEX 코스피대형주,12000.0,10.0,-0.08%,0.0,,,
1258.0,메리츠 레버리지 국채30년 ETN,5960.0,115.0,+1.97%,0.0,,,
1259.0,신한 옥수수 선물 ETN(H),11910.0,55.0,-0.46%,0.0,,,
1260.0,하이트론,2470.0,0.0,0.00%,500.0,275.0,474.0,-150.0
1261.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,11820.0,260.0,-2.15%,0.0,,,
1262.0,ACE 친환경자동차밸류체인액티브,9425.0,40.0,+0.43%,0.0,,,
1263.0,ARIRANG K방산Fn,10235.0,50.0,-0.49%,0.0,,,
1264.0,TIGER 구리실물,10000.0,200.0,-1.96%,0.0,,,
1265.0,코아스,760.0,0.0,0.00%,500.0,1108.0,793.0,-47.0
1266.0,KBSTAR 국고채3년,109580.0,200.0,+0.18%,0.0,,,
1267.0,ARIRANG 미국단기우량회사채,101705.0,965.0,+0.96%,0.0,,,
1268.0,하나 레버리지 코스닥150 선물 ETN,23255.0,35.0,-0.15%,0.0,,,
1269.0,미래에셋 인버스 코스닥150 선물 ETN,11625.0,60.0,+0.52%,0.0,,,
1270.0,신한 인버스 코스닥 150 선물 ETN,11615.0,25.0,+0.22%,0.0,,,
1271.0,삼성 레버리지 코스닥150 선물 ETN,23210.0,75.0,-0.32%,0.0,,,
1272.0,HANARO 단기채권액티브,102170.0,15.0,+0.01%,0.0,,,
1273.0,TIGER 일본엔선물,9270.0,60.0,+0.65%,0.0,,,
1274.0,신한 인버스 코스피 200 선물 ETN,11565.0,70.0,+0.61%,0.0,,,
1275.0,TRUE 레버리지 코스닥 150 선물 ETN,23110.0,185.0,-0.79%,0.0,,,
1276.0,미래에셋 인버스 코스피200 선물 ETN,11550.0,45.0,+0.39%,0.0,,,
1277.0,대신 레버리지 코스닥 150 선물 ETN,23070.0,70.0,-0.30%,0.0,,,
1278.0,TIGER KRX게임K-뉴딜,6580.0,70.0,+1.08%,0.0,,,
1279.0,TRUE 레버리지 금 선물 ETN,23010.0,0.0,0.00%,0.0,,,
1280.0,KBSTAR 비메모리반도체액티브,7755.0,70.0,-0.89%,0.0,,,
1281.0,메리츠 레버리지 인플레이션 국채 ETN,11380.0,0.0,0.00%,0.0,,,
1282.0,신한 S&P500 VIX S/T 선물 ETN C,4550.0,210.0,+4.84%,0.0,,,
1283.0,삼성중공우,197000.0,5600.0,+2.93%,1000.0,,,
1284.0,SOL 국고채10년,105725.0,430.0,+0.41%,0.0,,,
1285.0,KB 레버리지 항셍테크 선물 ETN(H) B,22150.0,1765.0,-7.38%,0.0,,,
1286.0,코오롱글로벌우,29700.0,2350.0,+8.59%,5000.0,,,
1287.0,KBSTAR 미국S&P원유생산기업(합성 H),6170.0,90.0,-1.44%,0.0,,,
1288.0,KODEX 에너지화학,15580.0,215.0,-1.36%,0.0,,,
1289.0,KODEX TRF5050,12105.0,95.0,+0.79%,0.0,,,
1290.0,메리츠 인플레이션 국채 ETN,10855.0,0.0,0.00%,0.0,,,
1291.0,키움 인버스 미국달러선물 ETN,10850.0,0.0,0.00%,0.0,,,
1292.0,KODEX 미국채10년선물,10850.0,90.0,+0.84%,0.0,,,
1293.0,하나 Solactive US Tech Top 10 ETN(H),10845.0,0.0,0.00%,0.0,,,
1294.0,QV 레버리지 금 선물 ETN(H),21630.0,0.0,0.00%,0.0,,,
1295.0,삼성 코스피 풋매도 4% OTM ETN,10800.0,0.0,0.00%,0.0,,,
1296.0,대덕전자1우,10240.0,170.0,-1.63%,500.0,,,
1297.0,대상우,15660.0,180.0,-1.14%,1000.0,,,
1298.0,KBSTAR 글로벌4차산업IT(합성 H),18530.0,255.0,+1.40%,0.0,,,
1299.0,코리아써우,7150.0,50.0,-0.69%,500.0,,,
1300.0,TIGER 차이나반도체FACTSET,6540.0,70.0,-1.06%,0.0,,,
1301.0,솔루스첨단소재2우B,11180.0,20.0,-0.18%,100.0,,,
1302.0,KODEX 배당성장채권혼합,11725.0,40.0,+0.34%,0.0,,,
1303.0,메리츠 인버스 천연가스 선물 ETN(H),20975.0,325.0,+1.57%,0.0,,,
1304.0,ACE 아시아TOP50S&P,12705.0,170.0,-1.32%,0.0,,,
1305.0,미래에셋 미디어엔터 Core5 ETN,10425.0,0.0,0.00%,0.0,,,
1306.0,미래에셋 인버스 천연가스 선물 ETN(H),20850.0,640.0,+3.17%,0.0,,,
1307.0,신한 K200 USD 선물 바이셀 ETN,10385.0,100.0,-0.95%,0.0,,,
1308.0,대신 레버리지 KRX 금현물 ETN,20755.0,0.0,0.00%,0.0,,,
1309.0,KODEX TRF7030,12970.0,120.0,+0.93%,0.0,,,
1310.0,신한 다우존스지수 선물 ETN(H),20715.0,20.0,-0.10%,0.0,,,
1311.0,KODEX K-친환경선박액티브,10335.0,100.0,-0.96%,0.0,,,
1312.0,메리츠 레버리지 금 선물 ETN(H),20665.0,875.0,-4.06%,0.0,,,
1313.0,KODEX 삼성전자채권혼합Wise,10300.0,30.0,+0.29%,0.0,,,
1314.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),20500.0,570.0,+2.86%,0.0,,,
1315.0,TIGER 글로벌멀티에셋TIF액티브,9270.0,75.0,+0.82%,0.0,,,
1316.0,하나 S&P 인버스 2X WTI원유 선물 ETN,20350.0,700.0,+3.56%,0.0,,,
1317.0,QV 블룸버그 -2X WTI원유선물 ETN,20340.0,870.0,+4.47%,0.0,,,
1318.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,20325.0,685.0,+3.49%,0.0,,,
1319.0,KB S&P 인버스 2X WTI원유 선물 ETN,20305.0,710.0,+3.62%,0.0,,,
1320.0,KBSTAR 200선물레버리지,14470.0,20.0,+0.14%,0.0,,,
1321.0,TIGER KRX2차전지K-뉴딜레버리지,7620.0,130.0,-1.68%,0.0,,,
1322.0,TRUE 레버리지 플래티넘 선물 ETN,20185.0,655.0,+3.35%,0.0,,,
1323.0,TIGER 인도니프티50레버리지(합성),21305.0,110.0,-0.51%,0.0,,,
1324.0,QV iSelect 글로벌 EMP ETN(H),10010.0,0.0,0.00%,0.0,,,
1325.0,HANARO Fn K-POP&미디어,8700.0,70.0,+0.81%,0.0,,,
1326.0,대신 밀 선물 ETN(H),9995.0,25.0,-0.25%,0.0,,,
1327.0,ARIRANG 코스피50,22900.0,35.0,+0.15%,0.0,,,
1328.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1990.0,5.0,+0.25%,0.0,,,
1329.0,메리츠 인버스 국채3년 ETN,9840.0,15.0,-0.15%,0.0,,,
1330.0,메리츠 국채10년 ETN,9770.0,0.0,0.00%,0.0,,,
1331.0,비케이탑스,904.0,0.0,0.00%,500.0,248.0,1081.0,-103.0
1332.0,WOORI 대한민국국고채액티브,51675.0,155.0,+0.30%,0.0,,,
1333.0,TRUE 인버스 2X 구리 선물 ETN,18950.0,880.0,+4.87%,0.0,,,
1334.0,넥센타이어1우B,2895.0,85.0,+3.02%,500.0,,,
1335.0,코오롱우,17450.0,20.0,+0.11%,5000.0,,,
1336.0,신한 FnGuide 치킨 ETN,9375.0,70.0,+0.75%,0.0,,,
1337.0,TIGER 우량가치,11335.0,0.0,0.00%,0.0,,,
1338.0,LX하우시스우,18050.0,750.0,-3.99%,5000.0,,,
1339.0,ACE 러시아MSCI(합성),10070.0,0.0,0.00%,0.0,,,
1340.0,하이트진로2우B,16410.0,80.0,+0.49%,5000.0,,,
1341.0,신한 레버리지 구리 선물 ETN,18545.0,540.0,-2.83%,0.0,,,
1342.0,TRUE 인버스 2X 금 선물 ETN,18460.0,775.0,+4.38%,0.0,,,
1343.0,메리츠 미국 인플레이션 국채 ETN(H),9175.0,15.0,+0.16%,0.0,,,
1344.0,NPC우,3425.0,20.0,-0.58%,500.0,,,
1345.0,QV 인버스 레버리지 구리 선물 ETN(H),18080.0,700.0,+4.03%,0.0,,,
1346.0,메리츠 인버스 2X 구리 선물 ETN(H),18040.0,755.0,+4.37%,0.0,,,
1347.0,TIGER 미국나스닥100TR채권혼합Fn,10305.0,60.0,+0.59%,0.0,,,
1348.0,하나 인버스 2X 구리 선물 ETN(H),18025.0,650.0,+3.74%,0.0,,,
1349.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),120.0,5.0,+4.35%,0.0,,,
1350.0,KODEX 배당성장,13305.0,65.0,-0.49%,0.0,,,
1351.0,KODEX 코스피100,25515.0,15.0,+0.06%,0.0,,,
1352.0,일정실업,14880.0,130.0,+0.88%,5000.0,318.0,413.0,-81.0
1353.0,KODEX 200롱코스닥150숏선물,11055.0,45.0,+0.41%,0.0,,,
1354.0,메리츠 인버스 2X 금 선물 ETN(H),17605.0,650.0,+3.83%,0.0,,,
1355.0,KODEX 게임산업,8785.0,120.0,+1.38%,0.0,,,
1356.0,LX홀딩스1우,11790.0,0.0,0.00%,1000.0,,,
1357.0,한화우,35950.0,50.0,-0.14%,5000.0,,,
1358.0,QV 인버스 레버리지 금 선물 ETN(H),17215.0,630.0,+3.80%,0.0,,,
1359.0,TRUE 인버스 2X 은 선물 ETN,17210.0,1035.0,+6.40%,0.0,,,
1360.0,미래에셋 인버스 2X 은 선물 ETN,17185.0,1030.0,+6.38%,0.0,,,
1361.0,KODEX 글로벌4차산업로보틱스(합성),15680.0,50.0,-0.32%,0.0,,,
1362.0,유유제약1우,7570.0,30.0,+0.40%,1000.0,,,
1363.0,ARIRANG 미국다우존스고배당주(합성 H),16595.0,25.0,+0.15%,0.0,,,
1364.0,미래에셋 레버리지 은 선물 ETN,17065.0,0.0,0.00%,0.0,,,
1365.0,미래에셋 Q150 Core5 ETN,8465.0,0.0,0.00%,0.0,,,
1366.0,미래에셋 코스피200 선물 ETN,8430.0,55.0,-0.65%,0.0,,,
1367.0,TRUE 레버리지 구리 선물 ETN,16855.0,350.0,-2.03%,0.0,,,
1368.0,KBSTAR 200선물인버스,5990.0,0.0,0.00%,0.0,,,
1369.0,한진칼우,31200.0,600.0,-1.89%,2500.0,,,
1370.0,KODEX 필수소비재,7600.0,5.0,+0.07%,0.0,,,
1371.0,ARIRANG ESG성장주액티브,7585.0,5.0,+0.07%,0.0,,,
1372.0,KODEX 미국나스닥100(H),10420.0,60.0,+0.58%,0.0,,,
1373.0,삼양홀딩스우,54800.0,400.0,-0.72%,5000.0,,,
1374.0,신한 코스피 200 ETN,8280.0,60.0,-0.72%,0.0,,,
1375.0,QV 레버리지 구리 선물 ETN(H),16540.0,0.0,0.00%,0.0,,,
1376.0,TIMEFOLIO 이노베이션액티브,7845.0,35.0,-0.44%,0.0,,,
1377.0,TRUE 레버리지 은 선물 ETN,16460.0,645.0,-3.77%,0.0,,,
1378.0,TIGER 유로스탁스배당30,11700.0,160.0,+1.39%,0.0,,,
1379.0,QV 레버리지 은 선물 ETN(H),16340.0,0.0,0.00%,0.0,,,
1380.0,대신 철광석 선물 ETN(H) B,16340.0,140.0,-0.85%,0.0,,,
1381.0,KODEX 미국S&P500(H),10170.0,40.0,+0.39%,0.0,,,
1382.0,에셋플러스 코리아플랫폼액티브,6770.0,35.0,+0.52%,0.0,,,
1383.0,메리츠 인버스 2X 은 선물 ETN(H),16200.0,890.0,+5.81%,0.0,,,
1384.0,에이리츠,3630.0,5.0,-0.14%,5000.0,73.0,941.0,46.0
1385.0,KOSEF 미국달러선물인버스2X,6960.0,85.0,-1.21%,0.0,,,
